Aircraft,AirlineName,CabinType,DateFlown,DatePub,EntertainmentRating,FoodRating,GroundServiceRating,OriginCountry,OverallScore,Recommended,Review,Route,SeatComfortRating,ServiceRating,Slug,Title,TravelType,TripVerified,ValueRating,WifiRating,unique_id
,Aeroflot Russian Airlines,Economy Class,Dec-18,16th January 2019,0,0,1,HongKong,1,no,"London to Hong Kong via Moscow. My daughter flew with Aeroflot and due to horrendous queues at passport check and security, a connecting flight was missed in Moscow. She alerted staff at security check and was told to push to the front. Other passengers pushed her back shouting that they too were about to miss their flights. WIFI is almost impossible to use at Moscow, so without communications she was  very upset to have missed her flight. The staff at the airport were rude and unhelpful telling her it was her fault that she missed the connection, however with hundreds of other people all missing connecting flights it would appear not. She had to queue for another hour just to talk to customer service. With no other options, we had to book her another ticket at considerable expense and then told that her return flight was invalid, due to her missing the connecting flight. So yet another expense booking her flight home. One of the busiest times of the year, you can imagine how much money we have spent on these flights. Response from customer service took exactly 1 month. A long winded message to say, she checked in at Heathrow accepting the transit time and ticket conditions, so there is nothing they will do.",London to Hong Kong via Moscow,0,0,aeroflot-russian-airlines,a connecting flight was missed,Family Leisure,Not Verified,1,0,b331d707-1aab-41bf-aae3-30d39a9aa468
,Aeroflot Russian Airlines,Economy Class,Jan-19,14th January 2019,0,0,1,UnitedStates,1,no,"Barcelona to Ho Chi Minh City via Moscow. Our flight from Barcelona to Madrid left 30 minutes late, our layover was only 1 hour and 45 minutes so we were very worried.  After landing we have to wait about 25 minutes to get off the plane, we missed our connecting flight. Ground staff and others on a different BCN to Moscow flight confirmed that over 5 hours is the normal flight time so the information they provide you is incorrect. We wait in line to get our flight changed to the following evening at 8 pm. Now it will not be direct, we must connect in Hanoi. We are told to come back at 10 pm for information about a hotel. 10 pm: long line to get hotel vouchers for about 50 people. 10:30 pm: Everyone has their hotel vouchers. We all stand around for 30 minutes and leave to go to the hotel. But there is only one lady checking passports so this takes 45 minutes. 12:15 We are on the bus. This ride is about 5 minutes but it takes almost 1 hour because the bus stops at a gate for about half and hour and after we arrive at the hotel we are not allowed to get off. 1am we arrive at the hotel and after being escorted to a desk there is one person checking people in, very slowly. 2am we are in our room. The hotel is okay but we are not allowed to leave our room, meals are delivered. The next day, we board the flight and have never seen such chaos. People are all trying to fit bags that won't fit. Overhead bins are shut that were empty. After a two hour delay, we finally take off. We can barely make our connecting flight.",Barcelona to Ho Chi Minh City via Moscow,1,0,aeroflot-russian-airlines,missed our connecting flight,Couple Leisure,Trip Verified,1,0,96bb3bbb-d817-4e74-9c7a-b5f78a76e8c7
,Air Arabia,Economy Class,Dec-16,31st December 2016,0,0,1,UnitedArabEmirates,1,no,"✅ , |  Alexandria to Sharjah. This is the message that I recieved from the airline on the travel day itself on Dec 31st, 2016 where all airlines are busy. ""Air Arabia Customer, Your flight G9600 on Sat, 31 Dec 2016 19:45 HBE/SHJ is cancelled. For further info call 0097165580000."" And they left us without any other alternative, and since we booked online by card, the payment will be refunded to card again and so we have the flight budget trapped with them unless we have extra money kept aside for booking a better airline. We will never use this airline again, we can never rely on this level of reliability.",HBE to SHJ,0,0,air-arabia,never use this airline again,Family Leisure,,1,0,32616eee-8eb7-403f-96f8-108dae233e73
A320,Air Arabia,Economy Class,Dec-16,30th December 2016,0,0,1,UnitedArabEmirates,1,no,Ras al Khaimah to Peshawar with Air Arabia. Worst experience. First flight was delayed for 5 hours. My return flight was cancelled for no reason without any prior notice. Very poor customer service. Was my first time flying with Air Arabia and will be my last. Would not recommend.,RKT to PEW,4,3,air-arabia,very poor customer service,Family Leisure,,3,0,dce11d3a-b4de-4b13-94b6-93291d65edb9
A320,Air Arabia,Economy Class,Dec-16,30th December 2016,1,1,1,Pakistan,2,no,"✅ , |  Multan to Dubai.The flight was supposed to leave at 10:40am from Multan, Pakistan but it took the whole day till 9pm in the evening waiting for our flight to arrive, without any proper information from Air Arabia as to why is the flight been delayed and what actions being taken. They never tell us if it will be canceled or just been delayed. The staff cannot even give any details from Air Arabia from Sharjah in UAE as to whether they will be sending the plane to Pakistan or not. We tried to contact the Air Arabia Sharjah landline and customer service but to no avail.The line is not being attended and only automated reply is what you get everytime you ring them. Air Arabia cannot take care of their passengers. The delays caused us a lot of trouble at work and stress to our family and friends.",MUX to DXB,1,1,air-arabia,cannot take care of passengers,Solo Leisure,,1,1,a073af8c-cf13-4cb8-8afd-ece3c3cac4e5
,Air Arabia,Economy Class,Nov-16,26th November 2016,1,3,2,UnitedArabEmirates,5,yes,"✅ , | Sharjah to Chittagong with Air Arabia. Good value for money. Well maintained schedule. Good offers every week. Check in very slow in Sharjah. Seat not comfortable. 1 of the cabin toilets is restricted by cabin crews. As such, there is always a long queue.",SHJ to CGP,2,3,air-arabia,good value for money,Family Leisure,,3,1,bc8e96ae-7319-4c56-8da7-af498ee0bb20
A320,Air Arabia,Economy Class,Oct-16,28th October 2016,3,5,5,UnitedArabEmirates,10,yes,"✅ , | Sharjah to Bahrain with Air Arabia. The best economy class legroom in a low cost concept I have experienced. Flight attendants very professional, friendly and smiling. Boarding smooth quick and easy. Catering on board reasonably priced. For a low cost airline everything was impeccable. I was with my family and we were very satisfied. I will consider flying again with Air Arabia.",SHJ to BAH,5,5,air-arabia,everything was impeccable,Family Leisure,,5,0,70c22189-9860-4d95-b78e-dd0e305a3de1
Boeing 767,Air Astana,Economy Class,Feb-18,24th March 2018,0,0,1,Spain,1,no,"I booked a flight from Bangkok to Frankfurt (with a later connection to Valencia) at 23:00 local time. This flight was departing almost 7 hours later, at 5:50 am. However, when I approached the counter I found out the flight was already delayed to 19:00 pm. 13 hours delay! Ridiculous. And they let me buy the ticket from their own webpage. Most of the passengers accepted hotel and waiting, but ten of us couldn't wait. I explained to them about my connecting flight to Valencia and I accepted any possible route which would take me to Frankfurt on time or any part of Spain but they denied this option for four hours, insisting on my delayed flight with them as my only option (13h waiting in Bangkok airport plus 14h in Astana). Missing my connection to Valencia and being late for work. I even got the chance to talk to someone from management on the phone, but she would only say ""I'm sorry"". Only good part was their ground staff, which suffered this situation exemplary even though they were lacking the power to do something. Finally I accepted the refund of my ticket, which they signed, and booked a flight with another airline, spending a big amount of money to get to Madrid. After this, I was expecting the refund of the ticket, but they only offer me 3.930THB, which is not even a 1/4 of the amount I paid for the ticket. I have never in my life dealt with a despicable airline such as Air Astana. It makes me feel sad because they have really good staff onboard but, recommended? Of course not. They will ruin your holidays and feel ok about it.",Bangkok to Frankfurt via Astana,1,1,air-astana,recommended? Of course not,Solo Leisure,Trip Verified,1,0,a3eda02b-b9ce-4ede-84e5-433bcb4e4063
Boeing 757,Air Astana,Economy Class,Mar-18,14th March 2018,5,4,5,Ireland,9,yes,"A small gift provided on boarding the aircraft was a pleasant addition to the warm welcome for all the women travelling on IWD, a gesture which set the tone for a very pleasant return trip from Heathrow to Pavlodar. Each and everyone of the flight staff were friendly and helpful and very good representatives for the airline. There was more than ample space, I could stretch out on three seats and actually managed to sleep. The inflight entertainment was great and the safety notice really slick so I actually watched it in three languages. The catering and hospitality was super and I will look forward to flying with them once more.",London Heathrow to Pavlodar via Astana,4,5,air-astana,very good representatives for the airline,Business,Trip Verified,5,0,2578afd8-480a-421e-ba03-c5a3da30fd4c
,Air Astana,Economy Class,Feb-18,28th February 2018,0,5,5,Ireland,10,yes,"Whilst my journey from Bishkek to Alamaty was short, I found the flight to be a very pleasant event. The aircraft was quite modern and the seating was very comfortable. The safety advisory video was modern, novel and refreshing, rather than the traditional rushed human version. I found the Air Astana staff to be very pleasant and helpful. I would have no hesitation in recommending Air Astana for future flights.",Bishkek to Almaty,5,5,air-astana,a very pleasant event,Family Leisure,Trip Verified,5,0,d10392ca-4154-4717-b262-b42f29d04280
,Aeromexico,Economy Class,Mar-22,28th April 2022,2,2,1,Switzerland,1,no,"Some friends and I were flying from Zurich to San José del Cabo. We booked Economy Comfort seats using the Aeromexico homepage. First disappointment: At the airport they said something didn't work, they cannot seat us at the booked economy comfort seats and we got very bad middle seats. At least it was said the charge for the seats gets refunded since it's clearly seen what was booked and where we are seated. Several other people had the same issue (in fact everyone who booked a seat upgrade online - the queue at the service desk was therefore quite long). Second and even worse disappointment: I got in contact with Aeromexico for the refund, a month later I got the answer that there will be no refund and they are sorry for the inconvenience. This is just fraud, they double booked and got paid for the economy comfort seats (in advance online and then again on site) and refuse to refund a performance not rendered. Never again.",Zurich to San José del Cabo,1,2,aeromexico,there will be no refund and they are sorry for the inconvenience,Solo Leisure,Not Verified,1,2,82de52b8-5d05-4483-b2bb-feed2deabe83
,Aeromexico,Economy Class,Apr-22,27th April 2022,1,1,1,UnitedStates,1,no,"Aeromexico left my bags in Mexico City after checking them in. Arrived at LAX with missing luggage and no help from the lazy workers standing around. Nobody knows the correct information, Nobody wanted to help except Cynthia at the Delta Luggage assistance desk. Although I paid for my luggage, paid to get back into the US once we stopped to connect to another flight in Mexico City. I arrive home in Los Angeles with no luggage and little help. I called customer service and the representative informed me to send an email to",Guadalajara to Los Angeles,2,1,aeromexico,Arrived at LAX with missing luggage,Couple Leisure,Not Verified,1,1,16168d40-f96c-4fa6-90ec-0a4c465282db
,Aeromexico,Economy Class,Apr-22,9th April 2022,1,1,1,UnitedStates,1,no,"This is my 5th flight I've taken with Aeromexico. (All within the same itinerary). Currently, waiting for my 6th flight and I don't have high hopes. I had to take 3 one way tickets to fulfill a wedding schedule. LAX to MEX to GTO GTO to MEX to Cancun Cancun to MEX to LAX This airline was not on time once. 5 flights ALL delayed. And I'm sure the 6th will be as well. Apparently the only flight to leave on time was my connection back to LA from Mexico City. 2.5hr delay LAX to MXC 1.5hr delay MXC to GTO 3hrs delay GTO to MXC 2hr delay GTO to Cancun (resulted in a missing my first day at the resort) 1hr delay Cancun to MXC (resulted in a missed connection) My first 2 flights were First Class, the 3rd Economy. The staff is friendly enough, but the food is atrocious. In Cancun, once I finally arrived after being delayed leaving GTO and MEX, my suitcase did not come out until near the end of the baggage, even though it should have been priority as I was First Class. I am assuming it's because the priority tag was ripped but I feel that the Ground Staff should know what their Priority tags looks like. All and all, I will never fly this airline again. This was the most miserable travel experience I have ever experienced.",Cancun to Los Angeles via Mexico City,3,4,aeromexico,the most miserable travel experience,Solo Leisure,Trip Verified,1,1,ddff6c80-f116-4566-be28-b0166f3de7f7
,Aeromexico,Economy Class,May-21,6th April 2022,1,1,1,CostaRica,1,no,"Decided to join their loyalty status, I flew with them for over 2 years, then the pandemic came. Since COVID was with us for a couple of years I couldn't fly for obvious reasons. I had the joy of getting married a couple of weeks ago only to realize that my plans to use the miles I accumulated to go on my honeymoon weren't there anymore. Hopefully won't be flying with them anymore.",Shanghai to San Jose via Mexico,1,1,aeromexico,Hopefully won't be flying with them anymore,Business,Not Verified,1,1,ba5bf9d9-e54e-4496-ac15-cb09bc8dfe40
A319-100,Aegean Airlines,Business Class,Apr-22,8th April 2022,0,3,5,Greece,3,no,"The space for legs cannot be considered acceptable for business class, with my height 1.90 cm I cannot fit my knees straight. It is beyond my understanding why Aegean presenting it as business class.",Athens to Istanbul,1,5,aegean-airlines,space cannot be considered acceptable for business class,Business,Trip Verified,1,0,f069f96e-ade0-4141-bdf4-537809dee3cc
,Aegean Airlines,Economy Class,Sep-21,7th April 2022,0,1,1,UnitedKingdom,1,no,"I bought tickets for flights and hotel however, when I needed to cancel in good time the airline refused to refund me. The level of English was broken at best and there was no attempt on the part of the airline to understand and rectify the issue. The complaints process was long and difficult to use. I tried to use the discount voucher codes for Covid-19 tests that the Aegean website was offering however, there were issues with using the codes so there was no way of using discount. In an attempt to escalate the issue I used the service Resolver, which is normally used as a last resort but this wasn't helpful as the airline simply did not engage in any way.",London to Athens,1,1,aegean-airlines,The complaints process was long and difficult to use,Couple Leisure,Not Verified,1,0,9afa2e22-cafc-4ab1-81d1-24cf0f8f2299
A320,Aegean Airlines,Economy Class,Apr-22,4th April 2022,0,2,3,Greece,1,no,"I booked a ComfortFlex ticket for a midday flight from Athens to Thessaloniki on April 3rd. We had a change in our plans and I had to change my ticket to an evening flight. This particular fare allows changes for the same day with no fee and seats were available on the new flight so I logged into my reservation and changed the flight successfully.  I then tried to reserve a window seat on the new flight but noticed that only middle seats were available for free. This seemed strange since the flight was not sold out and ComfortFlex tickets allow free seating in the entire aircraft except for the exit row seats, where a charge applies. I then noticed that the only window or aisle seats available on my new flight were those at the exit row and those would involve an extra 9 Euro charge. As I'm about to proceed with the payment of this 9 Euro charge, my boyfriend informs me he will be joining me on the same flight. We book a new ticket for him and when we reach the seat map on his reservation, we can see plenty window and aisle seats available for free. We decide to call the Aegean call center to inquire why our reservations show different seats maps even though we've both purchased ComfortFlex tickets and we're traveling on the same flight. Their response was that it must be a systemic error and if we wanted, we could wait until going to the airport and request a window or an aisle seat there. If anyone of you has ever called Aegean for similar matters, you'll know that 9 out of 10 times, it's always the ""system"". It's evident that they're manipulating the availability of their seat maps to force you to pay extra fees even when you've purchased their highest economy class fare.  We paid the 9 Euro fee this time but from our main choice, they will become our last choice until they get their act together. And of course it came as no surprise to read so many other reviews here from other passengers complaining about similar situations. I'm attaching a picture of the two seat maps and I leave you to draw your own conclusions. The bookable seats are those in blue and in my seatmap, window and aisle seats are not available.",Athens to Thessaloniki,1,3,aegean-airlines,only middle seats were available for free,Couple Leisure,Trip Verified,1,2,879964bd-a2e1-4c94-98be-16aa5dc66a7f
A320 NEO,Aegean Airlines,Economy Class,Mar-22,3rd April 2022,4,5,5,UnitedKingdom,10,yes,"Check-in procedure carried out professionally by extremely polite and communicative staff. Hand luggage was checked to ensure compliance with Aegean 's terms and conditions which it did. Breezed through Passport control despite the terminal being quite busy. Ample and polite staff kept queues short. Aegean Airlines terminal was spotlessly clean with ample duty free shopping available. Amazing authentic Greek food products like Greek baklava, feta and extra virgin olive oils were on promotion. Had to buy some. Boarding was orderly and we were greeted at aircraft door by immaculately dressed cabin crew. I am always impressed by how professional Aegean Airlines cabin crew are. They put Turkish Airlines crews to shame. On time departure with on board service of drinks and meal again served in a very professional and polite manner with a smile. Duty free trolley appeared after the meal service. Smooth flight, landed 20 minutes early. Excellent service from start to finish. Thoroughly recommended.",Athens to London,4,5,aegean-airlines,Excellent service from start to finish,Solo Leisure,Not Verified,5,5,ad7ddc6e-40f7-4f4a-816c-92d4fc84fd7f
,Aer Lingus,Economy Class,Aug-22,16th August 2022,0,1,1,UnitedStates,2,no,"Aer Lingus is a partner airline of Alaska Air. I am a million mile frequent flier of Alaska Air and have family in Manchester, UK. This means Seattle and Manchester is a frequent route for me and my family. I agree with other reviews that there are frequent delays - this month 3 hours from starting airport with no explanation or acknowledgement that it has even happened. As we were landing in Dublin we were told that there would be staff to meet us to sort out what to do since we were too late for connections - the last 3 trips this has not been true. There were 14 of us for one connection 2 weeks ago- no one to help, no one to book onto next flight and we were told the connecting flight waited for the first class connecting passengers and then left. The Aer Lingus staff are stone faced and unhelpful when we asked for another flight to get to our destination. We had to collect our bags go all the way out to check in and line up to speak to the single agent for all the Aer Lingus passengers with issues. Again not one acknowledgement of a problem the caused. Most of the passengers had to overnight in Dublin. After 3 return trips I will never get on this airline again nor would I let a family member go through it because it takes travel experience to know what to do to repair the trip.",Seattle to Manchester via Dublin,1,1,aer-lingus,I will never get on this airline again,Couple Leisure,Not Verified,1,0,3f817b1e-e6d5-4a91-ac22-382291bf7d06
,Aer Lingus,Economy Class,Jul-22,16th August 2022,1,0,1,NewZealand,1,no,"My experience with Aer Lingus has been disgraceful and I would not recommend flying with them. I travelled from Auckland to Belfast to see family with Emirates and my last leg (London to Belfast) was with Aer Lingus. They lost all my check-in luggage for the duration of the trip and I spent much of my two week trip home in call waiting queues, which I was regularly on for over an hour and half at a time, only to be cut off and rushing around buying clothes and other essentials. I have sent emails, filled in their website forms and on my second to last day managed to get through to a person at lost baggage services. I told them so send my bags back to Auckland as I would be leaving the address that they had on file for me in Belfast, so wouldn't be there. They delivered the bags to the address I had already left and managed to ruin that day too. Its been 7 weeks now, I have sent many emails, tried calling loads of times even tried their online chat services and they don't respond - nothing, you are just sent in circles all the while they are taking other peoples money and running a shambles of an airline. I of course understand that bags do get lost from time to time, but the utter contempt you must have for your customers to not even respond to calls or emails for nearly 2 months is totally disgraceful. This company not only ruined a 2 week trip to the other side of the world but they have cost me a small fortune in international call (on hold from NZ for an hour a time) and in purchases replacing items that they lost. The level of incompetence and lack of any care for their customers is breathtaking. I will never fly with these people again.",Belfast to London,1,1,aer-lingus,My experience has been disgraceful,Solo Leisure,Trip Verified,1,1,dd208a67-5a47-4404-af84-ecb079b26de0
,Aer Lingus,Economy Class,Aug-22,14th August 2022,4,1,4,UnitedStates,1,no,"Absolutely disastrous. Not expecting much from Economy, but a modicum of service would have been appreciated. Original outbound flight delayed by ~2 hours with no explanation. Lateness required an additional leg (DUB to London, then on to final destination)--arrived many hours late. After paying ~$1000 per ticket RT, I would have thought that a bottle/glass of water might be complimentary, but it costs 2 Euros for intra-Europe legs. I noticed that seating for 3 families (not ours though) was messed up (e.g., mother and 2 kids of ~2 years were assigned separate seats). International flights priced as premium airlines but services are low-cost airline quality. The savings of up to 20% for any Aer Lingus flight is not worth the savings. You have been warned.",Naples to Washington via Dublin,2,4,aer-lingus,Absolutely disastrous,Family Leisure,Trip Verified,1,0,4e2e7291-66ad-463b-853d-af77432a2470
,Aer Lingus,Economy Class,Aug-22,14th August 2022,1,1,1,UnitedStates,1,no,"Absolute worst airline I have ever used. I am a member to the Global Entry Trusted Traveler Program and stunned that Aer Lingus does not participate.  To find out why I did not have TSA precheck on my boarding pass I had to wait in the Aer Lingus line for almost 2 hours and then another 90 minutes in the TSA line. Once onboard I never received the special meal I ordered. I was also denied a refill of water. I got off the flight dehydrated and feeling dizzy and weak. The Aer Lingus app is also completely worthless. Would never recommend this airline to anyone. Amazed that Alaska Airlines recognizes such a cut rate, customer unfriendly airline as part of its frequent flyer program.",Dublin to Seattle,1,1,aer-lingus,never recommend this airline,Solo Leisure,Trip Verified,1,0,652ca733-a987-4e79-a870-c16d5a40b8d6
,Air Berlin,Economy Class,Jul-17,27th July 2017,0,0,1,Australia,1,no,"Berlin Tegel to Prague. Never ever will I fly with Air Berlin again, everything seemed nice and smooth from the check in to checking in our baggage but once we landed and we went to collect our checked in baggage we where hit with a shock! Half the flight was missing their baggage (mind you this aircraft had only 70 people on board) ground crew in the Prague told us they always do this and were not surprised. They believe that the bags were still in Berlin and sometimes take weeks to arrive. Now I understand these things happen so I left it and waited no one ever gets in touch with you, I tried emailing ofcourse there was no response. Tried calling the numbers on the website of course they didn't exist. You are better off catching trains around Europe or find proper a airline because these guys are a joke!",Berlin Tegel to Prague,1,2,air-berlin,these guys are a joke,Couple Leisure,,1,0,da9e99cf-52b5-4bc6-ae9b-4bc206c8588a
A320,Air Berlin,Economy Class,Jul-17,18th July 2017,0,1,1,Poland,1,no,"Vienna to Krakow via Berlin Tegel. One week. 4 Air Berlin flights, 3 delayed and to close the story a lost luggage for 26 hours. You book Air Berlin, but you fly Alitalia, where they speak Italian in a route between Vienna and Berlin. Or worse you fly with Air One, which supposedly ceased operations in 2014. It's all very confusing. The phones lines both Air Berlin and Berlin Tegel airport are not available all day. Nobody is answering your emails and you don't receive information where or when your luggage will be delivered. Bad, bad, bad.",Vienna to Krakow via Berlin Tegel,3,2,air-berlin,all very confusing,Business,,1,0,2738fd59-a6df-4a1d-ac33-257fccd514b9
A320,Air Berlin,Economy Class,Jul-17,13th July 2017,0,0,2,Slovakia,5,no,"Budapest to Reykjavik via Berlin. Probably the worst airline experience. The worst customer service, nobody able to help you anyhow on their hotline and when you write them through their web form, they don't respond. Lost all 4 of our check-in baggage, which arrived 4 days after us. I called/wrote them several times asking how should we handle the lost baggage, I've got a serious reply the 11th day of our 12 day holiday. Except that we flew our first flight with some old Italian plane and crew (should have been Air Berlin), leg space was really small, 3h 30 min flight without anything to drink.",Budapest to Reykjavik via Berlin,1,3,air-berlin,worst airline experience,Couple Leisure,,3,0,a0093109-6711-4835-97f1-5751625e224d
,Air Berlin,Economy Class,Jul-17,10th July 2017,0,3,1,Canada,1,no,"Copenhagen to Berlin. Terrible customer experience I have had delayed luggage before and realize it is a risk of flying. My partner and I both had our bags not show up on a direct flight from Copenhagen to Berlin (1 hour flight) and it took 3 and 4 days respectively to get our bags. The issue was not the delayed bags but the complete lack of proper communication which could have addressed our concerns and stress. On our flight, at least a dozen people had same issue. No representative present, no informative communication. Automated messages saying no updates were not effective. No number to reach a person. I called numerous times the number I located and emailed and no answer ever at number and email was simply automated with no information. When I finally received an update that my luggage had arrived in Berlin, I asked to confirm where to pick up to ensure they did not deliver to hotel I was leaving at, and never any reply over several hours. I showed up at Berlin baggage service centre on way out of city and they could not locate. I went to the air Berlin business class counter and the woman staffing refused to help and had zero empathy and was rude. I asked for her manager who had same lack of empathy. I asked to speak to her manager and he was finally the first person who tried to help and brought a luggage person who tried as well. But by this point I had lost my patience with air Berlin. They could not locate my luggage. Finally an hour before I left the city - four days after arriving - my luggage was located at the baggage service centre. I still have not received any apology for air Berlin nor any information on delayed flight compensation process and forms. After reading these reviews it is clear it is an airline issue much larger than my own experiences.  All air Berlin had to do was provide simply updates each day with facts: ""your luggage has not left Berlin, we are trying to get it to you by ddmmyy."" And I would have been fine however the lack of any human being reachable and the lack of empathy by their business class check in counter and her manager mean I will never fly them again.",Copenhagen to Berlin,3,4,air-berlin,will never fly them again,Couple Leisure,,1,0,bb0bf942-3039-4207-a4df-a0890864babd
,Air Berlin,Economy Class,Jul-17,5th July 2017,1,1,1,UnitedStates,1,no,"New York to Bologna via Dusseldorf, July 3rd 2017. The departure time at JFK was 9:40pm (Flight No. 7481). I was at the check-in point with plenty of time (7:00pm.) The flight attendant told me ""there is a 3-hour delay because a baby got sick on the plane and they had to land."" She told me not to worry my connecting flight layover was 3.5 hours so I would have made it and they would have made up some time during the flight. At the gate I was told they had to change my connecting flight to Bologna to a later flight at 8:30pm instead of 2:55pm (a serious problem for me), but they told me that they only did that as a precaution in case I cannot make it to the original flight (at 2:55pm) which is what I had booked. The attendant at the gate told me that once in Dusseldorf I would have been able to take the Flight 8686 at 2:55pm. We boarded at 12:45am with more than 3 hours delay. We finally took off and on board I asked what I should do once in Dusseldorf. They said as soon as outside the aircraft look for the information point with Air Berlin attendants and they would have told me where to go to get to the original flight 8686. The flight attendant sent me to Gate B56 and warned me to ""hurry"" because the flight was departing in less than an hour. I ran to Gate B56 only to find no one there. I went to another attendant who told me that Flight AB 8686 was at Gate 44 two floors down. I ran again with a heavy backpack and a carry-on. I had to stop to catch my breath and I felt dizzy. Two police officers saw me and asked me if I was OK. I had to explain what happened to them because they were concern about my health. I finally made it to Gate B44. The Flight 8686 also departed with about 15 minutes delay. On board,  I had to pay for coffee €2.50 for a regular coffee.  At that point I only wanted to get to my final destination. We landed in Bologna BLQ about 10 minutes late. There I had the final humiliation: my baggage was missing. I went to Baggage claim and was told that probably my suitcase was moved to a later flight which will land at night around 10:30pm. I filed a complaint form there and they told me they should call me if the baggage arrives and I would have to go back to the airport to pick it up. It is now 9:30pm and on the Air Berlin website there still no information about my baggage. This has been a horrible experience. I will now have to go back to the airport to hopefully pick up my luggage tonight. I'm exhausted and outraged by Air Berlin.",New York to Bologna via Dusseldorf,1,1,air-berlin,outraged by Air Berlin,Solo Leisure,,1,1,b15325da-b6f8-493c-86dd-1df2a4709c34
,Aeroflot Russian Airlines,Economy Class,Jan-19,9th January 2019,0,3,2,Austria,2,no,"Vienna to Tehran via Moscow. Because of delay in Vienna I lost my connection in Moscow and spend 14 hours in transit, then re-routed to fly to Istanbul and to Tehran after waiting couple of hours in Istanbul too.  They gave me no accommodation and only 2 meals, however, after my complains. My English skills are not perfect but I think people who want to work in airports and airlines should be more proficient in this language. I will never recommend this airline.",Vienna to Tehran via Moscow ,3,2,aeroflot-russian-airlines,spend 14 hours in transit,Solo Leisure,Trip Verified,2,0,49152686-e492-4178-b419-bb708ea85c59
,Aeroflot Russian Airlines,Economy Class,Jan-19,6th January 2019,0,0,1,UnitedKingdom,1,no,Colombo to London via Moscow. Worst airline I've travelled. Delayed flight by 19 hours as missed connecting flight. No hotel. No representative from the airline. All we were left with was running around with the poorly trained Moscow airport staff who most were hiding from customers as they did not know what to do.,Colombo to London via Moscow,1,1,aeroflot-russian-airlines,Delayed flight by 19 hours,Family Leisure,Trip Verified,1,0,52a4b0d8-59e3-4a80-929d-f835480eaca7
,Aeroflot Russian Airlines,Premium Economy,Dec-18,2nd January 2019,5,4,2,China,6,no,"Beijing to Barcelona via Moscow. Beijing to Moscow in Premium economy, and from Moscow to Barcelona in normal Economy. The second flight was ok and normal, but the first one are both good and bad. Good point: Seat was really good, very wide and comfortable. I can lay down in a much bigger angle than economy and there is a footrest come out from below the seat. Food was really proper food. I attached picture below, they are served in real plates, not in plastic or paper box, and real knife and folks, not plastic. There are 2 meals during flight Beijing to Moscow, both are very well cooked, one main course with salad, side dish and desert. As an Elite Plus member in Skyteam from another company (Not Aeroflot), I can also enjoy the lounge from Beijing and lounge from Moscow. I attached the photo of moscow lounge, very good food, not very crowded. Negative points: Food was good, but too much salt in the main course. But overall is ok. When I check in at Beijing airport, and showed to the desk my Elite Plus member card, to use the priority checkin desk, lounge voucher, and priority luggage delivery. The girl in the counter spent around 5 mins to call China Eastern to validate if my Elite Plus membership are real. On the phone, she said my account number and my name, and ask if the name matches and which level is this number, even I already showed to her my physical membership card and also the online checkin result already showed I am ElitePlus. I asked why and she told me because many people are using fake cards and account number from other people to get the privilege for free, they have to double check manually. I can't believe they have to check it in this way, wasting time for everybody. They should have an easy IT solution through Skyteam. Biggest issue: After landing in Moscow, while the aircraft is still running, people rushed from the behind and crowded the aisle. Nobody from cabin crew tried to stop them.",Beijing to Barcelona via Moscow,5,4,aeroflot-russian-airlines,Seat was really good,Business,Trip Verified,5,0,4d98a177-befb-4eea-87d4-47316b2595c4
,Aeroflot Russian Airlines,Economy Class,Jan-19,2nd January 2019,5,3,1,Sweden,2,no,"Stockholm to Hanoi via Moscow. One of our luggage ended up in Cairo. Had to wait 3 days to get it in Hanoi. Food terrible on flight to Hanoi.  Food very good on Hanoi to Moscow leg. Missed our connecting flight to Stockholm on the way back because of some confusion, our fault. We were told we had to buy a new ticket. Had to pay €450 each on Finnair to get home a day later.",Stockholm to Hanoi via Moscow,2,3,aeroflot-russian-airlines,luggage ended up in Cairo,Couple Leisure,Trip Verified,2,0,07ae51bb-1489-4e54-b1fb-f9af987f7439
,Aeroflot Russian Airlines,Economy Class,Dec-18,31st December 2018,0,0,1,Greece,1,no,"Miami to Athens via Moscow. The flight was delayed around 1 hour, we were making rounds for half an hour because of airport traffic. We landed 18.20 and the boarding for the transit flight was at 18.35. We got stuck in the security check. Only 2 lines for all these people. In these situations they should help us to pass faster. We arrived at the gate at 19.00 after running for 15 minutes between terminal d and f. The plane left with not notifying anyone. You should be ashamed doing this in such a day. It's new year's eve. They changed our tickets to Athens for tomorrow at 9. They gave us also a voucher of 1000 rub, (12 euros) for meal. Now we are waiting to a line of 30 people to ask about overnight accommodation. We have to wait for 14 hours until next flight. Thanks Aeroflot for spending new year's eve far from my family.",Miami to Athens via Moscow,1,1,aeroflot-russian-airlines,We have to wait for 14 hours,Solo Leisure,Trip Verified,1,0,5f7d27ef-1f7e-4419-9818-c75e928d1eda
